locator_domain,page_url,location_name,street_address,city,state,zip,store_number,phone,latitude,longitude,hours_of_operation,country_code,location_type
potatocornerusa.com,https://www.potatocornerusa.com/ggp-town-east,GGP Town East mall,2063 Town East Mall ,Mesquite,TX,75150,<MISSING>,972-270-4431,<MISSING>,<MISSING>,<MISSING>,US,<MISSING>
potatocornerusa.com,https://www.potatocornerusa.com/garden-state-plaza,Garden state plaza mall,Garden State Plaza ,Paramus,NJ,07652,<MISSING>,201-843-0687,<MISSING>,<MISSING>,<MISSING>,US,<MISSING>
potatocornerusa.com,https://www.potatocornerusa.com/westfield-topanga,Westfield Topanga Mall, 6600 Topanga Canyon Blvd. Canoga ,Park,CA,91303,<MISSING>,818-594-8740,<MISSING>,<MISSING>,<MISSING>,US,<MISSING>
potatocornerusa.com,https://www.potatocornerusa.com/westfield-north-county,Westfield North County Mall,272 East Via Ranch Parkway ,Escondido,CA,92025,<MISSING>,760-489-0631,<MISSING>,<MISSING>,<MISSING>,US,<MISSING>
potatocornerusa.com,https://www.potatocornerusa.com/great-mall,Great mall,Great Mall 447 Great Mall Dr ,Milpitas,CA,95035,<MISSING>,<MISSING>,<MISSING>,<MISSING>,<MISSING>,US,<MISSING>
potatocornerusa.com,https://www.potatocornerusa.com/memorial-city,Memorial City mall,303 Memorial City Way ,Houston,TX,77024,<MISSING>,<MISSING>,<MISSING>,<MISSING>,<MISSING>,US,<MISSING>
potatocornerusa.com,https://www.potatocornerusa.com/ggp-northridge,GGP Northridge Mall,9301 Tampa Ave. ,Northridge,CA,91324,<MISSING>,818-850-2004,<MISSING>,<MISSING>,<MISSING>,US,<MISSING>
potatocornerusa.com,https://www.potatocornerusa.com/macerich-stonewood-center,Macerich Stonewood Center,251 Stonewood St ,Downey,CA,90241,<MISSING>,562-904-1832,<MISSING>,<MISSING>,<MISSING>,US,<MISSING>
potatocornerusa.com,https://www.potatocornerusa.com/macerich-south-plains,Macerich south plains mall,6002 Slide Road ,Lubbock,TX,79414,<MISSING>,806-780-6711,<MISSING>,<MISSING>,<MISSING>,US,<MISSING>
potatocornerusa.com,https://www.potatocornerusa.com/broadway-commons,Broadway Commons,358 N Broadway ,Hicksville,NY,11801,<MISSING>,516-939-0679,<MISSING>,<MISSING>,<MISSING>,US,<MISSING>
potatocornerusa.com,https://www.potatocornerusa.com/westfield-oakridge,Westfield Oakridge,925 Blossom Hill Rd San ,Jose,CA,95123,<MISSING>,408-578-2912,<MISSING>,<MISSING>,<MISSING>,US,<MISSING>
potatocornerusa.com,https://www.potatocornerusa.com/southland,Southland Mall,20505 South Dixie Highway ,Miami,FL,33189,<MISSING>,<MISSING>,<MISSING>,<MISSING>,<MISSING>,US,<MISSING>
potatocornerusa.com,https://www.potatocornerusa.com/potato-corner-hq-culver-city,Potato Corner HQ (Culver City),8657 Hayden Place Culver ,City,CA,90232,<MISSING>,800-565-1114,<MISSING>,<MISSING>,<MISSING>,US,<MISSING>
potatocornerusa.com,https://www.potatocornerusa.com/seattle-southcenter,Seattle southcenter,2800 Southcenter Mall ,Seattle,WA,98188,<MISSING>, 206-246-0423,<MISSING>,<MISSING>,<MISSING>,US,<MISSING>
potatocornerusa.com,https://www.potatocornerusa.com/town-square-mall,Town Square mall,6629 S. Las Vegas Blvd. #J-106 Las ,Vegas,NV,89119,<MISSING>,702-896-8882,<MISSING>,<MISSING>,<MISSING>,US,<MISSING>
potatocornerusa.com,https://www.potatocornerusa.com/galleria-at-sunset,Galleria at Sunset,1300 West Sunset Rd Space K05 ,Henderson,NV,89014,<MISSING>,702-750-9746,<MISSING>,<MISSING>,<MISSING>,US,<MISSING>
potatocornerusa.com,https://www.potatocornerusa.com/westfield-culver-city,Westfield Culver City Mall,6000 Sepulveda Blvd. Culver ,City,CA,90230,<MISSING>,310-390-5073,<MISSING>,<MISSING>,<MISSING>,US,<MISSING>
potatocornerusa.com,https://www.potatocornerusa.com/macerich-lakewood-center,Macerich Lakewood Center,500 Lakewood Center Mall ,Lakewood,CA,90712,<MISSING>,562-531-6707,<MISSING>,<MISSING>,<MISSING>,US,<MISSING>
